timestamp,symbol,price,quantity
1761460178143.0,ETHUSDT,3943.36,0.005
1761460178143.0,ETHUSDT,3943.36,0.006
1761460178143.0,ETHUSDT,3943.36,0.006
1761460178143.0,ETHUSDT,3943.36,0.006
1761460178143.0,ETHUSDT,3943.36,0.253
1761460178143.0,ETHUSDT,3943.36,0.253
1761460178143.0,ETHUSDT,3943.36,0.253
1761460178143.0,ETHUSDT,3943.36,0.03
1761460178135.0,ETHUSDT,3943.35,0.006
1761460178135.0,ETHUSDT,3943.35,0.006
1761460178135.0,ETHUSDT,3943.35,0.011
1761460178135.0,ETHUSDT,3943.35,0.521
1761460178133.0,ETHUSDT,3943.32,0.278
1761460178133.0,ETHUSDT,3943.32,0.011
1761460178133.0,ETHUSDT,3943.3,0.6
1761460178133.0,ETHUSDT,3943.3,0.03
1761460178132.0,ETHUSDT,3943.29,0.156
1761460178132.0,ETHUSDT,3943.29,0.728
1761460178132.0,ETHUSDT,3943.29,0.006
1761460178132.0,ETHUSDT,3943.29,0.011
1761460178132.0,ETHUSDT,3943.28,0.006
1761460178132.0,ETHUSDT,3943.28,0.006
1761460178132.0,ETHUSDT,3943.28,0.021
1761460178132.0,ETHUSDT,3943.28,0.228
1761460178132.0,ETHUSDT,3943.28,2.104
1761460178129.0,ETHUSDT,3943.28,0.668
1761460178129.0,ETHUSDT,3943.27,0.006
1761460178129.0,ETHUSDT,3943.27,0.006
1761460178129.0,ETHUSDT,3943.26,0.011
1761460178129.0,ETHUSDT,3943.26,0.006
1761460178129.0,ETHUSDT,3943.26,0.006
1761460178129.0,ETHUSDT,3943.26,0.03
1761460178129.0,ETHUSDT,3943.25,0.01
1761460178129.0,ETHUSDT,3943.25,0.335
1761460170760.0,ETHUSDT,3943.11,0.829
1761460169114.0,ETHUSDT,3943.12,2.478
1761460168878.0,ETHUSDT,3943.12,1.21
1761460168320.0,ETHUSDT,3943.12,0.028
1761460168245.0,ETHUSDT,3943.11,0.008
1761460167894.0,ETHUSDT,3943.12,0.037
1761460167566.0,ETHUSDT,3943.12,0.063
1761460167522.0,ETHUSDT,3943.12,0.067
1761460167171.0,ETHUSDT,3943.12,0.795
1761460166818.0,ETHUSDT,3943.11,0.007
1761460166663.0,ETHUSDT,3943.11,1.017
1761460166300.0,ETHUSDT,3943.12,0.125
1761460166058.0,ETHUSDT,3943.11,5.212
1761460165797.0,ETHUSDT,3943.11,1.173
1761460165718.0,ETHUSDT,3943.11,0.034
1761460165424.0,ETHUSDT,3943.11,0.007
1761460165101.0,ETHUSDT,3943.12,0.01
1761460164785.0,ETHUSDT,3943.12,0.3
1761460164424.0,ETHUSDT,3943.11,0.007
1761460164352.0,ETHUSDT,3943.11,0.121
1761460163972.0,ETHUSDT,3943.11,0.044
1761460163771.0,ETHUSDT,3943.12,0.073
1761460163771.0,ETHUSDT,3943.12,0.003
1761460163638.0,ETHUSDT,3943.11,0.003
1761460163311.0,ETHUSDT,3943.11,0.062
1761460162736.0,ETHUSDT,3943.12,0.009
1761460162736.0,ETHUSDT,3943.12,0.006
1761460162736.0,ETHUSDT,3943.12,0.012
1761460162736.0,ETHUSDT,3943.12,0.012
1761460162350.0,ETHUSDT,3943.11,0.02
1761460161867.0,ETHUSDT,3943.12,0.003
1761460161867.0,ETHUSDT,3943.12,1.264
1761460161630.0,ETHUSDT,3943.11,0.006
1761460161156.0,ETHUSDT,3943.12,1.368
1761460160990.0,ETHUSDT,3943.11,0.007
1761460159904.0,ETHUSDT,3943.12,0.253
1761460159257.0,ETHUSDT,3943.11,0.006
1761460158562.0,ETHUSDT,3943.11,0.634
1761460158562.0,ETHUSDT,3943.11,0.634
1761460157871.0,ETHUSDT,3943.12,0.017
1761460157871.0,ETHUSDT,3943.12,0.017
1761460156861.0,ETHUSDT,3943.12,0.407
1761460156861.0,ETHUSDT,3943.12,0.407
1761460156789.0,ETHUSDT,3943.11,0.13
1761460156789.0,ETHUSDT,3943.11,0.13
1761460156736.0,ETHUSDT,3943.11,0.22
1761460156736.0,ETHUSDT,3943.11,0.22
1761460155608.0,ETHUSDT,3943.12,0.242
1761460155608.0,ETHUSDT,3943.12,0.458
1761460155608.0,ETHUSDT,3943.12,0.242
1761460155608.0,ETHUSDT,3943.12,0.458
1761460155567.0,ETHUSDT,3943.11,0.778
1761460155567.0,ETHUSDT,3943.11,0.778
1761460155185.0,ETHUSDT,3943.11,0.505
1761460155185.0,ETHUSDT,3943.11,0.505
1761460155063.0,ETHUSDT,3943.12,0.95
1761460155063.0,ETHUSDT,3943.12,0.95
1761460154570.0,ETHUSDT,3943.11,2.003
1761460154570.0,ETHUSDT,3943.11,2.003
1761460153920.0,ETHUSDT,3943.12,0.007
1761460153920.0,ETHUSDT,3943.12,0.007
1761460153902.0,ETHUSDT,3943.12,1.0
1761460153902.0,ETHUSDT,3943.12,1.0
1761460153380.0,ETHUSDT,3943.12,0.067
1761460153380.0,ETHUSDT,3943.12,0.067
1761460153289.0,ETHUSDT,3943.12,0.011
1761460153289.0,ETHUSDT,3943.12,0.011
1761460152376.0,ETHUSDT,3943.11,0.157
1761460152376.0,ETHUSDT,3943.11,0.157
1761460151764.0,ETHUSDT,3943.11,0.517
1761460151764.0,ETHUSDT,3943.11,0.517
1761460151388.0,ETHUSDT,3943.11,0.006
1761460151388.0,ETHUSDT,3943.11,0.006
1761460151385.0,ETHUSDT,3943.12,0.1
1761460151385.0,ETHUSDT,3943.12,0.1
1761460150937.0,ETHUSDT,3943.12,0.219
1761460150937.0,ETHUSDT,3943.12,0.219
1761460150751.0,ETHUSDT,3943.12,0.159
1761460150751.0,ETHUSDT,3943.12,0.159
1761460149836.0,ETHUSDT,3943.11,0.006
1761460149836.0,ETHUSDT,3943.11,0.006
1761460149548.0,ETHUSDT,3943.12,1.249
1761460149548.0,ETHUSDT,3943.12,1.164
1761460149548.0,ETHUSDT,3943.12,3.455
1761460149548.0,ETHUSDT,3943.12,1.249
1761460149548.0,ETHUSDT,3943.12,1.164
1761460149548.0,ETHUSDT,3943.12,3.455
1761460149476.0,ETHUSDT,3943.11,1.266
1761460149476.0,ETHUSDT,3943.11,1.266
1761460149016.0,ETHUSDT,3943.12,0.302
1761460149016.0,ETHUSDT,3943.12,0.302
1761460148924.0,ETHUSDT,3943.12,3.476
1761460148924.0,ETHUSDT,3943.12,3.476
1761460146599.0,ETHUSDT,3943.12,5.75
1761460146599.0,ETHUSDT,3943.12,0.006
1761460146599.0,ETHUSDT,3943.12,0.006
1761460146599.0,ETHUSDT,3943.12,0.006
1761460146599.0,ETHUSDT,3943.12,0.973
1761460146599.0,ETHUSDT,3943.12,0.273
1761460146599.0,ETHUSDT,3943.12,5.75
1761460146599.0,ETHUSDT,3943.12,0.006
1761460146599.0,ETHUSDT,3943.12,0.006
1761460146599.0,ETHUSDT,3943.12,0.006
1761460146599.0,ETHUSDT,3943.12,0.973
1761460146599.0,ETHUSDT,3943.12,0.273
1761460146599.0,ETHUSDT,3943.12,5.75
1761460146599.0,ETHUSDT,3943.12,0.006
1761460146599.0,ETHUSDT,3943.12,0.006
1761460146599.0,ETHUSDT,3943.12,0.006
1761460146599.0,ETHUSDT,3943.12,0.973
1761460146599.0,ETHUSDT,3943.12,0.273
1761460146068.0,ETHUSDT,3943.11,0.202
1761460146068.0,ETHUSDT,3943.11,0.202
1761460146068.0,ETHUSDT,3943.11,0.202
1761460145558.0,ETHUSDT,3943.12,0.02
1761460145558.0,ETHUSDT,3943.12,0.02
1761460145558.0,ETHUSDT,3943.12,0.02
1761460145361.0,ETHUSDT,3943.11,3.82
1761460145361.0,ETHUSDT,3943.11,0.008
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.666
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.015
1761460145361.0,ETHUSDT,3943.11,5.035
1761460145361.0,ETHUSDT,3943.11,0.015
1761460145361.0,ETHUSDT,3943.11,0.015
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.121
1761460145361.0,ETHUSDT,3943.11,0.012
1761460145361.0,ETHUSDT,3943.11,0.012
1761460145361.0,ETHUSDT,3943.11,0.024
1761460145361.0,ETHUSDT,3943.11,0.76
1761460145361.0,ETHUSDT,3943.11,0.253
1761460145361.0,ETHUSDT,3943.11,0.94
1761460145361.0,ETHUSDT,3943.11,0.012
1761460145361.0,ETHUSDT,3943.11,0.202
1761460145361.0,ETHUSDT,3943.11,0.105
1761460145361.0,ETHUSDT,3943.11,0.821
1761460145361.0,ETHUSDT,3943.11,3.82
1761460145361.0,ETHUSDT,3943.11,0.008
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.666
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.015
1761460145361.0,ETHUSDT,3943.11,5.035
1761460145361.0,ETHUSDT,3943.11,0.015
1761460145361.0,ETHUSDT,3943.11,0.015
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.121
1761460145361.0,ETHUSDT,3943.11,0.012
1761460145361.0,ETHUSDT,3943.11,0.012
1761460145361.0,ETHUSDT,3943.11,0.024
1761460145361.0,ETHUSDT,3943.11,0.76
1761460145361.0,ETHUSDT,3943.11,0.253
1761460145361.0,ETHUSDT,3943.11,0.94
1761460145361.0,ETHUSDT,3943.11,0.012
1761460145361.0,ETHUSDT,3943.11,0.202
1761460145361.0,ETHUSDT,3943.11,0.105
1761460145361.0,ETHUSDT,3943.11,0.821
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.1
1761460145361.0,ETHUSDT,3943.11,0.114
1761460145361.0,ETHUSDT,3943.11,1.107
1761460145361.0,ETHUSDT,3943.11,0.666
1761460145361.0,ETHUSDT,3943.11,0.666
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.467
1761460145361.0,ETHUSDT,3943.11,3.82
1761460145361.0,ETHUSDT,3943.11,0.008
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.666
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.015
1761460145361.0,ETHUSDT,3943.11,5.035
1761460145361.0,ETHUSDT,3943.11,0.015
1761460145361.0,ETHUSDT,3943.11,0.015
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.121
1761460145361.0,ETHUSDT,3943.11,0.012
1761460145361.0,ETHUSDT,3943.11,0.012
1761460145361.0,ETHUSDT,3943.11,0.024
1761460145361.0,ETHUSDT,3943.11,0.76
1761460145361.0,ETHUSDT,3943.11,0.253
1761460145361.0,ETHUSDT,3943.11,0.94
1761460145361.0,ETHUSDT,3943.11,0.012
1761460145361.0,ETHUSDT,3943.11,0.202
1761460145361.0,ETHUSDT,3943.11,0.105
1761460145361.0,ETHUSDT,3943.11,0.821
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.006
1761460145361.0,ETHUSDT,3943.11,0.1
1761460145361.0,ETHUSDT,3943.11,0.114
1761460145361.0,ETHUSDT,3943.11,1.107
1761460145361.0,ETHUSDT,3943.11,0.666
1761460145361.0,ETHUSDT,3943.11,0.666
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.667
1761460145361.0,ETHUSDT,3943.11,0.467
1761460145286.0,ETHUSDT,3943.11,0.008
1761460145286.0,ETHUSDT,3943.11,0.008
1761460144892.0,ETHUSDT,3943.11,0.192
1761460144892.0,ETHUSDT,3943.11,0.266
1761460144892.0,ETHUSDT,3943.11,0.192
1761460144892.0,ETHUSDT,3943.11,0.266
1761460143978.0,ETHUSDT,3943.11,0.335
1761460143978.0,ETHUSDT,3943.11,0.335
1761460143760.0,ETHUSDT,3943.11,0.066
1761460143760.0,ETHUSDT,3943.11,0.234
1761460143760.0,ETHUSDT,3943.11,0.066
1761460143760.0,ETHUSDT,3943.11,0.234
1761460143678.0,ETHUSDT,3943.12,0.76
1761460143678.0,ETHUSDT,3943.12,0.76
1761460143555.0,ETHUSDT,3943.11,0.433
1761460143555.0,ETHUSDT,3943.11,0.433
1761460143554.0,ETHUSDT,3943.11,0.567
1761460143554.0,ETHUSDT,3943.11,0.567
1761460143425.0,ETHUSDT,3943.11,0.01
1761460143425.0,ETHUSDT,3943.11,0.01
1761460143086.0,ETHUSDT,3943.11,0.09
1761460143086.0,ETHUSDT,3943.11,0.011
1761460143086.0,ETHUSDT,3943.11,0.09
1761460143086.0,ETHUSDT,3943.11,0.011
1761460142119.0,ETHUSDT,3943.12,0.061
1761460142119.0,ETHUSDT,3943.12,0.061
1761460141985.0,ETHUSDT,3943.12,2.75
1761460141985.0,ETHUSDT,3943.12,2.994
1761460141985.0,ETHUSDT,3943.12,4.256
1761460141985.0,ETHUSDT,3943.12,2.75
1761460141985.0,ETHUSDT,3943.12,2.994
1761460141985.0,ETHUSDT,3943.12,4.256
1761460138094.0,ETHUSDT,3943.12,0.101
1761460138094.0,ETHUSDT,3943.12,0.101
1761460137390.0,ETHUSDT,3943.11,0.432
1761460137390.0,ETHUSDT,3943.11,0.432
1761460137254.0,ETHUSDT,3943.11,0.014
1761460137254.0,ETHUSDT,3943.11,0.014
1761460137249.0,ETHUSDT,3943.11,0.016
1761460137249.0,ETHUSDT,3943.11,0.016
1761460137146.0,ETHUSDT,3943.12,0.214
1761460137146.0,ETHUSDT,3943.12,0.214
1761460136427.0,ETHUSDT,3943.11,0.194
1761460136427.0,ETHUSDT,3943.11,0.667
1761460136427.0,ETHUSDT,3943.11,0.008
1761460136427.0,ETHUSDT,3943.11,0.914
1761460136427.0,ETHUSDT,3943.11,0.006
1761460136427.0,ETHUSDT,3943.11,0.006
1761460136427.0,ETHUSDT,3943.11,0.194
1761460136427.0,ETHUSDT,3943.11,0.667
1761460136427.0,ETHUSDT,3943.11,0.008
1761460136427.0,ETHUSDT,3943.11,0.914
1761460136427.0,ETHUSDT,3943.11,0.006
1761460136427.0,ETHUSDT,3943.11,0.006
1761460136427.0,ETHUSDT,3943.11,0.006
1761460136427.0,ETHUSDT,3943.11,0.006
1761460136427.0,ETHUSDT,3943.11,5.073
1761460135990.0,ETHUSDT,3943.11,0.006
1761460135794.0,ETHUSDT,3943.12,0.011
1761460135744.0,ETHUSDT,3943.12,0.019
1761460135346.0,ETHUSDT,3943.12,1.0
1761460135112.0,ETHUSDT,3943.12,0.5
1761460134477.0,ETHUSDT,3943.12,0.183
1761460134477.0,ETHUSDT,3943.12,0.183
1761460134010.0,ETHUSDT,3943.11,0.007
1761460134010.0,ETHUSDT,3943.11,0.007
1761460133645.0,ETHUSDT,3943.11,0.413
1761460133645.0,ETHUSDT,3943.11,0.413
1761460133105.0,ETHUSDT,3943.12,0.06
1761460133105.0,ETHUSDT,3943.12,0.06
1761460132683.0,ETHUSDT,3943.12,0.033
1761460132683.0,ETHUSDT,3943.12,0.033
1761460131703.0,ETHUSDT,3943.12,0.336
1761460131703.0,ETHUSDT,3943.12,0.336
1761460130895.0,ETHUSDT,3943.12,0.012
1761460130895.0,ETHUSDT,3943.12,0.012
1761460130397.0,ETHUSDT,3943.11,0.007
1761460130397.0,ETHUSDT,3943.11,0.007
1761460130248.0,ETHUSDT,3943.12,0.415
1761460130248.0,ETHUSDT,3943.12,0.025
1761460130248.0,ETHUSDT,3943.12,0.175
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.148
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.008
1761460130248.0,ETHUSDT,3943.12,0.1
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.012
1761460130248.0,ETHUSDT,3943.12,0.415
1761460130248.0,ETHUSDT,3943.12,0.025
1761460130248.0,ETHUSDT,3943.12,0.175
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.148
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.008
1761460130248.0,ETHUSDT,3943.12,0.1
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.006
1761460130248.0,ETHUSDT,3943.12,0.012
1761460130248.0,ETHUSDT,3943.12,0.571
1761460129828.0,ETHUSDT,3943.11,1.5
1761460129277.0,ETHUSDT,3943.12,0.038
1761460128750.0,ETHUSDT,3943.11,0.157
1761460127639.0,ETHUSDT,3943.11,0.003
1761460127546.0,ETHUSDT,3943.11,13.459
1761460126885.0,ETHUSDT,3943.12,0.064
1761460125720.0,ETHUSDT,3943.12,0.066
1761460125455.0,ETHUSDT,3943.11,0.019
1761460125455.0,ETHUSDT,3943.11,0.038
1761460124457.0,ETHUSDT,3943.12,0.015
1761460124169.0,ETHUSDT,3943.11,0.05
1761460123702.0,ETHUSDT,3943.11,0.019
1761460122968.0,ETHUSDT,3943.11,0.021
1761460122894.0,ETHUSDT,3943.12,0.034
1761460122714.0,ETHUSDT,3943.12,0.009
1761460122328.0,ETHUSDT,3943.12,0.5
1761460122328.0,ETHUSDT,3943.12,0.5
1761460120946.0,ETHUSDT,3943.11,0.137
1761460120946.0,ETHUSDT,3943.11,0.022
1761460120946.0,ETHUSDT,3943.11,0.025
1761460120946.0,ETHUSDT,3943.11,0.1
1761460120946.0,ETHUSDT,3943.11,0.02
1761460120946.0,ETHUSDT,3943.11,0.76
1761460120946.0,ETHUSDT,3943.11,0.024
1761460120946.0,ETHUSDT,3943.11,0.253
1761460120946.0,ETHUSDT,3943.11,0.013
1761460120946.0,ETHUSDT,3943.11,0.012
1761460120946.0,ETHUSDT,3943.11,0.012
1761460120946.0,ETHUSDT,3943.11,0.744
1761460120946.0,ETHUSDT,3943.11,0.137
1761460120946.0,ETHUSDT,3943.11,0.022
1761460120946.0,ETHUSDT,3943.11,0.025
1761460120946.0,ETHUSDT,3943.11,0.1
1761460120946.0,ETHUSDT,3943.11,0.02
1761460120946.0,ETHUSDT,3943.11,0.76
1761460120946.0,ETHUSDT,3943.11,0.024
1761460120946.0,ETHUSDT,3943.11,0.253
1761460120946.0,ETHUSDT,3943.11,0.013
1761460120946.0,ETHUSDT,3943.11,0.012
1761460120946.0,ETHUSDT,3943.11,0.012
1761460120946.0,ETHUSDT,3943.11,0.744
1761460120203.0,ETHUSDT,3943.12,0.057
1761460120203.0,ETHUSDT,3943.12,0.057
1761460120114.0,ETHUSDT,3943.12,0.38
1761460120114.0,ETHUSDT,3943.12,0.38
1761460120022.0,ETHUSDT,3943.12,2.521
1761460120022.0,ETHUSDT,3943.12,2.521
1761460119947.0,ETHUSDT,3943.11,0.196
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.012
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,2.484
1761460119947.0,ETHUSDT,3943.11,0.196
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.012
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,0.006
1761460119947.0,ETHUSDT,3943.11,2.484
1761460119944.0,ETHUSDT,3943.12,0.004
1761460119944.0,ETHUSDT,3943.12,0.012
1761460119944.0,ETHUSDT,3943.12,0.012
1761460119944.0,ETHUSDT,3943.12,0.012
1761460119944.0,ETHUSDT,3943.12,0.086
1761460119944.0,ETHUSDT,3943.12,0.004
1761460119944.0,ETHUSDT,3943.12,0.012
1761460119944.0,ETHUSDT,3943.12,0.012
1761460119944.0,ETHUSDT,3943.12,0.012
1761460119944.0,ETHUSDT,3943.12,0.086
1761460119910.0,ETHUSDT,3943.11,0.716
1761460119910.0,ETHUSDT,3943.11,3.2
1761460119910.0,ETHUSDT,3943.11,0.598
1761460119910.0,ETHUSDT,3943.11,0.716
1761460119910.0,ETHUSDT,3943.11,3.2
1761460119910.0,ETHUSDT,3943.11,0.598
1761460119750.0,ETHUSDT,3943.11,0.2
1761460119750.0,ETHUSDT,3943.11,0.2
1761460119313.0,ETHUSDT,3943.11,2.319
1761460119313.0,ETHUSDT,3943.11,1.957
1761460119313.0,ETHUSDT,3943.11,2.319
1761460119313.0,ETHUSDT,3943.11,1.957
1761460118953.0,ETHUSDT,3943.12,0.7
1761460118953.0,ETHUSDT,3943.12,0.7
1761460118616.0,ETHUSDT,3943.12,0.29
1761460118616.0,ETHUSDT,3943.12,0.29
1761460118097.0,ETHUSDT,3943.12,0.018
1761460118097.0,ETHUSDT,3943.12,0.018
1761460117526.0,ETHUSDT,3943.11,0.173
1761460117526.0,ETHUSDT,3943.11,0.173
1761460117197.0,ETHUSDT,3943.12,0.007
1761460117197.0,ETHUSDT,3943.12,0.007
1761460117046.0,ETHUSDT,3943.12,1.069
1761460117046.0,ETHUSDT,3943.12,1.069
1761460116629.0,ETHUSDT,3943.12,0.006
1761460116629.0,ETHUSDT,3943.12,0.006
1761460116604.0,ETHUSDT,3943.12,0.139
1761460116604.0,ETHUSDT,3943.12,0.012
1761460116604.0,ETHUSDT,3943.12,0.011
1761460116604.0,ETHUSDT,3943.12,0.139
1761460116604.0,ETHUSDT,3943.12,0.012
1761460116604.0,ETHUSDT,3943.12,0.011
1761460116510.0,ETHUSDT,3943.12,0.001
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.4
1761460116510.0,ETHUSDT,3943.12,0.001
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.006
1761460116510.0,ETHUSDT,3943.12,0.4
1761460116371.0,ETHUSDT,3943.12,0.074
1761460116371.0,ETHUSDT,3943.12,0.074
1761460115736.0,ETHUSDT,3943.11,0.535
1761460115736.0,ETHUSDT,3943.11,0.535
1761460115586.0,ETHUSDT,3943.12,0.126
1761460115586.0,ETHUSDT,3943.12,0.126
1761460115278.0,ETHUSDT,3943.12,0.006
1761460115278.0,ETHUSDT,3943.12,0.006
1761460115142.0,ETHUSDT,3943.11,0.006
1761460115142.0,ETHUSDT,3943.11,0.006
1761460113905.0,ETHUSDT,3943.11,0.1
1761460113905.0,ETHUSDT,3943.11,0.1
1761460113541.0,ETHUSDT,3943.11,0.345
1761460113541.0,ETHUSDT,3943.11,3.316
